skenario,run_id,langkah,n_susceptible,n_infected,n_patched,n_recovered,rata_vulnerability,rata_user_awareness
Baseline (Tanpa Intervensi),2,168,39,0,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,169,39,0,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,170,39,0,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,171,39,0,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,172,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,173,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,174,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,175,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,176,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,177,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,178,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,179,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,180,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,181,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,182,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,183,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,184,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,185,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,186,38,1,0,11,0.0636,0.2495
Baseline (Tanpa Intervensi),2,187,38,0,0,12,0.0629,0.2495
Baseline (Tanpa Intervensi),2,188,38,0,0,12,0.0631,0.2495
Baseline (Tanpa Intervensi),2,189,38,0,0,12,0.0632,0.2495
Baseline (Tanpa Intervensi),2,190,38,0,0,12,0.0633,0.2495
Baseline (Tanpa Intervensi),2,191,38,0,0,12,0.0634,0.2495
Baseline (Tanpa Intervensi),2,192,38,0,0,12,0.0635,0.2495
Baseline (Tanpa Intervensi),2,193,38,0,0,12,0.0635,0.2495
Baseline (Tanpa Intervensi),2,194,38,0,0,12,0.0635,0.2495
Baseline (Tanpa Intervensi),2,195,38,0,0,12,0.0636,0.2495
Baseline (Tanpa Intervensi),2,196,37,1,0,12,0.0636,0.2495
Baseline (Tanpa Intervensi),2,197,37,1,0,12,0.0636,0.2495
Baseline (Tanpa Intervensi),2,198,37,0,0,13,0.0625,0.2495
Baseline (Tanpa Intervensi),2,199,37,0,0,13,0.0628,0.2495
Baseline (Tanpa Intervensi),2,200,37,0,0,13,0.0629,0.2495
Baseline (Tanpa Intervensi),3,1,45,5,0,0,0.6309,0.2287
Baseline (Tanpa Intervensi),3,2,43,7,0,0,0.5364,0.2287
Baseline (Tanpa Intervensi),3,3,39,9,0,2,0.4561,0.2287
Baseline (Tanpa Intervensi),3,4,38,9,0,3,0.3918,0.2287
Baseline (Tanpa Intervensi),3,5,37,10,0,3,0.3403,0.2287
Baseline (Tanpa Intervensi),3,6,37,9,0,4,0.2963,0.2287
Baseline (Tanpa Intervensi),3,7,37,7,0,6,0.2584,0.2287
Baseline (Tanpa Intervensi),3,8,37,7,0,6,0.2299,0.2287
Baseline (Tanpa Intervensi),3,9,37,6,0,7,0.2046,0.2287
Baseline (Tanpa Intervensi),3,10,37,6,0,7,0.1851,0.2287
Baseline (Tanpa Intervensi),3,11,37,6,0,7,0.1687,0.2287
Baseline (Tanpa Intervensi),3,12,36,7,0,7,0.1549,0.2287
Baseline (Tanpa Intervensi),3,13,36,7,0,7,0.1432,0.2287
Baseline (Tanpa Intervensi),3,14,36,7,0,7,0.1333,0.2287
Baseline (Tanpa Intervensi),3,15,36,6,0,8,0.1232,0.2287
Baseline (Tanpa Intervensi),3,16,36,6,0,8,0.1162,0.2287
Baseline (Tanpa Intervensi),3,17,36,6,0,8,0.1102,0.2287
Baseline (Tanpa Intervensi),3,18,36,6,0,8,0.1051,0.2287
Baseline (Tanpa Intervensi),3,19,36,5,0,9,0.0992,0.2287
Baseline (Tanpa Intervensi),3,20,36,5,0,9,0.0956,0.2287
Baseline (Tanpa Intervensi),3,21,36,5,0,9,0.0925,0.2287
Baseline (Tanpa Intervensi),3,22,36,5,0,9,0.0897,0.2287
Baseline (Tanpa Intervensi),3,23,36,5,0,9,0.0874,0.2287
Baseline (Tanpa Intervensi),3,24,36,5,0,9,0.0853,0.2287
Baseline (Tanpa Intervensi),3,25,36,3,0,11,0.0802,0.2287
Baseline (Tanpa Intervensi),3,26,36,3,0,11,0.0791,0.2287
Baseline (Tanpa Intervensi),3,27,35,4,0,11,0.078,0.2287
Baseline (Tanpa Intervensi),3,28,35,3,0,12,0.0763,0.2287
Baseline (Tanpa Intervensi),3,29,35,3,0,12,0.0757,0.2287
Baseline (Tanpa Intervensi),3,30,35,3,0,12,0.0751,0.2287
Baseline (Tanpa Intervensi),3,31,35,3,0,12,0.0745,0.2287
Baseline (Tanpa Intervensi),3,32,35,2,0,13,0.0728,0.2287
Baseline (Tanpa Intervensi),3,33,35,2,0,13,0.0725,0.2287
Baseline (Tanpa Intervensi),3,34,35,2,0,13,0.0722,0.2287
Baseline (Tanpa Intervensi),3,35,35,2,0,13,0.0719,0.2287
Baseline (Tanpa Intervensi),3,36,35,2,0,13,0.0717,0.2287
Baseline (Tanpa Intervensi),3,37,35,2,0,13,0.0714,0.2287
Baseline (Tanpa Intervensi),3,38,35,2,0,13,0.0712,0.2287
Baseline (Tanpa Intervensi),3,39,35,2,0,13,0.071,0.2287
Baseline (Tanpa Intervensi),3,40,35,2,0,13,0.0708,0.2287
Baseline (Tanpa Intervensi),3,41,35,2,0,13,0.0706,0.2287
Baseline (Tanpa Intervensi),3,42,35,1,0,14,0.0688,0.2287
Baseline (Tanpa Intervensi),3,43,35,1,0,14,0.0688,0.2287
Baseline (Tanpa Intervensi),3,44,35,1,0,14,0.0687,0.2287
Baseline (Tanpa Intervensi),3,45,35,1,0,14,0.0687,0.2287
Baseline (Tanpa Intervensi),3,46,35,1,0,14,0.0687,0.2287
Baseline (Tanpa Intervensi),3,47,35,1,0,14,0.0687,0.2287
Baseline (Tanpa Intervensi),3,48,35,0,0,15,0.0671,0.2287
Baseline (Tanpa Intervensi),3,49,35,0,0,15,0.0672,0.2287
Baseline (Tanpa Intervensi),3,50,35,0,0,15,0.0672,0.2287
Baseline (Tanpa Intervensi),3,51,35,0,0,15,0.0673,0.2287
Baseline (Tanpa Intervensi),3,52,35,0,0,15,0.0674,0.2287
Baseline (Tanpa Intervensi),3,53,35,0,0,15,0.0675,0.2287
Baseline (Tanpa Intervensi),3,54,35,0,0,15,0.0675,0.2287
Baseline (Tanpa Intervensi),3,55,35,0,0,15,0.0676,0.2287
Baseline (Tanpa Intervensi),3,56,35,0,0,15,0.0676,0.2287
Baseline (Tanpa Intervensi),3,57,35,0,0,15,0.0677,0.2287
Baseline (Tanpa Intervensi),3,58,35,0,0,15,0.0677,0.2287
Baseline (Tanpa Intervensi),3,59,35,0,0,15,0.0678,0.2287
Baseline (Tanpa Intervensi),3,60,35,0,0,15,0.0678,0.2287
Baseline (Tanpa Intervensi),3,61,35,0,0,15,0.0678,0.2287
Baseline (Tanpa Intervensi),3,62,35,0,0,15,0.0679,0.2287
Baseline (Tanpa Intervensi),3,63,35,0,0,15,0.0679,0.2287
Baseline (Tanpa Intervensi),3,64,35,0,0,15,0.0679,0.2287
Baseline (Tanpa Intervensi),3,65,35,0,0,15,0.0679,0.2287
Baseline (Tanpa Intervensi),3,66,35,0,0,15,0.0679,0.2287
Baseline (Tanpa Intervensi),3,67,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,68,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,69,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,70,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,71,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,72,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,73,35,0,0,15,0.068,0.2287
Baseline (Tanpa Intervensi),3,74,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,75,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,76,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,77,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,78,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,79,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,80,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,81,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,82,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,83,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,84,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,85,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,86,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,87,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,88,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,89,35,0,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,90,34,1,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,91,34,1,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,92,34,1,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,93,34,1,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,94,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,95,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,96,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,97,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,98,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,99,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,100,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,101,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,102,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,103,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,104,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,105,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,106,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,107,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,108,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,109,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,110,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,111,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,112,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,113,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,114,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,115,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,116,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,117,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,118,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,119,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,120,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,121,33,2,0,15,0.0681,0.2287
Baseline (Tanpa Intervensi),3,122,33,1,0,16,0.0673,0.2287
Baseline (Tanpa Intervensi),3,123,33,1,0,16,0.0675,0.2287
Baseline (Tanpa Intervensi),3,124,33,1,0,16,0.0676,0.2287
Baseline (Tanpa Intervensi),3,125,33,1,0,16,0.0677,0.2287
Baseline (Tanpa Intervensi),3,126,33,1,0,16,0.0678,0.2287
Baseline (Tanpa Intervensi),3,127,33,1,0,16,0.0679,0.2287
Baseline (Tanpa Intervensi),3,128,33,1,0,16,0.068,0.2287
Baseline (Tanpa Intervensi),3,129,33,1,0,16,0.068,0.2287
Baseline (Tanpa Intervensi),3,130,33,1,0,16,0.068,0.2287
Baseline (Tanpa Intervensi),3,131,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,132,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,133,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,134,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,135,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,136,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,137,33,1,0,16,0.0681,0.2287
Baseline (Tanpa Intervensi),3,138,33,0,0,17,0.0665,0.2287
Baseline (Tanpa Intervensi),3,139,33,0,0,17,0.0667,0.2287
Baseline (Tanpa Intervensi),3,140,33,0,0,17,0.0669,0.2287
Baseline (Tanpa Intervensi),3,141,33,0,0,17,0.067,0.2287
Baseline (Tanpa Intervensi),3,142,33,0,0,17,0.0672,0.2287
Baseline (Tanpa Intervensi),3,143,33,0,0,17,0.0673,0.2287
Baseline (Tanpa Intervensi),3,144,33,0,0,17,0.0674,0.2287
Baseline (Tanpa Intervensi),3,145,33,0,0,17,0.0675,0.2287
Baseline (Tanpa Intervensi),3,146,33,0,0,17,0.0676,0.2287
Baseline (Tanpa Intervensi),3,147,33,0,0,17,0.0676,0.2287
Baseline (Tanpa Intervensi),3,148,33,0,0,17,0.0677,0.2287
Baseline (Tanpa Intervensi),3,149,33,0,0,17,0.0678,0.2287
Baseline (Tanpa Intervensi),3,150,33,0,0,17,0.0678,0.2287
Baseline (Tanpa Intervensi),3,151,33,0,0,17,0.0678,0.2287
Baseline (Tanpa Intervensi),3,152,33,0,0,17,0.0679,0.2287
Baseline (Tanpa Intervensi),3,153,32,1,0,17,0.0679,0.2287
Baseline (Tanpa Intervensi),3,154,32,1,0,17,0.0679,0.2287
Baseline (Tanpa Intervensi),3,155,32,1,0,17,0.068,0.2287
Baseline (Tanpa Intervensi),3,156,31,2,0,17,0.068,0.2287
Baseline (Tanpa Intervensi),3,157,31,2,0,17,0.068,0.2287
Baseline (Tanpa Intervensi),3,158,31,2,0,17,0.068,0.2287
Baseline (Tanpa Intervensi),3,159,31,2,0,17,0.068,0.2287
Baseline (Tanpa Intervensi),3,160,31,2,0,17,0.0681,0.2287
Baseline (Tanpa Intervensi),3,161,31,2,0,17,0.0681,0.2287
Baseline (Tanpa Intervensi),3,162,31,2,0,17,0.0681,0.2287
Baseline (Tanpa Intervensi),3,163,30,3,0,17,0.0681,0.2287
Baseline (Tanpa Intervensi),3,164,30,2,0,18,0.0665,0.2287
Baseline (Tanpa Intervensi),3,165,30,2,0,18,0.0666,0.2287
Baseline (Tanpa Intervensi),3,166,30,2,0,18,0.0668,0.2287
Baseline (Tanpa Intervensi),3,167,29,3,0,18,0.0669,0.2287
Baseline (Tanpa Intervensi),3,168,29,3,0,18,0.067,0.2287
Baseline (Tanpa Intervensi),3,169,29,3,0,18,0.0671,0.2287
Baseline (Tanpa Intervensi),3,170,29,3,0,18,0.0672,0.2287
Baseline (Tanpa Intervensi),3,171,29,3,0,18,0.0673,0.2287
Baseline (Tanpa Intervensi),3,172,29,3,0,18,0.0674,0.2287
Baseline (Tanpa Intervensi),3,173,29,3,0,18,0.0674,0.2287
Baseline (Tanpa Intervensi),3,174,29,3,0,18,0.0675,0.2287
Baseline (Tanpa Intervensi),3,175,29,3,0,18,0.0676,0.2287
Baseline (Tanpa Intervensi),3,176,29,3,0,18,0.0676,0.2287
Baseline (Tanpa Intervensi),3,177,29,3,0,18,0.0677,0.2287
Baseline (Tanpa Intervensi),3,178,29,3,0,18,0.0677,0.2287
Baseline (Tanpa Intervensi),3,179,29,3,0,18,0.0677,0.2287
Baseline (Tanpa Intervensi),3,180,29,3,0,18,0.0678,0.2287
Baseline (Tanpa Intervensi),3,181,29,3,0,18,0.0678,0.2287
Baseline (Tanpa Intervensi),3,182,29,3,0,18,0.0678,0.2287
Baseline (Tanpa Intervensi),3,183,29,3,0,18,0.0679,0.2287
Baseline (Tanpa Intervensi),3,184,29,3,0,18,0.0679,0.2287
Baseline (Tanpa Intervensi),3,185,29,3,0,18,0.0679,0.2287
Baseline (Tanpa Intervensi),3,186,29,3,0,18,0.0679,0.2287
Baseline (Tanpa Intervensi),3,187,29,2,0,19,0.0672,0.2287
Baseline (Tanpa Intervensi),3,188,29,2,0,19,0.0674,0.2287
Baseline (Tanpa Intervensi),3,189,29,2,0,19,0.0676,0.2287
Baseline (Tanpa Intervensi),3,190,29,1,0,20,0.0661,0.2287
Baseline (Tanpa Intervensi),3,191,29,1,0,20,0.0663,0.2287
Baseline (Tanpa Intervensi),3,192,28,0,0,22,0.0647,0.2287
Baseline (Tanpa Intervensi),3,193,28,0,0,22,0.0653,0.2287
Baseline (Tanpa Intervensi),3,194,28,0,0,22,0.0657,0.2287
Baseline (Tanpa Intervensi),3,195,28,0,0,22,0.0661,0.2287
Baseline (Tanpa Intervensi),3,196,28,0,0,22,0.0664,0.2287
Baseline (Tanpa Intervensi),3,197,28,0,0,22,0.0667,0.2287
Baseline (Tanpa Intervensi),3,198,28,0,0,22,0.0669,0.2287
Baseline (Tanpa Intervensi),3,199,28,0,0,22,0.0671,0.2287
Baseline (Tanpa Intervensi),3,200,28,0,0,22,0.0672,0.2287
Baseline (Tanpa Intervensi),4,1,45,5,0,0,0.6272,0.246
Baseline (Tanpa Intervensi),4,2,44,6,0,0,0.5257,0.246
Baseline (Tanpa Intervensi),4,3,44,6,0,0,0.444,0.246
Baseline (Tanpa Intervensi),4,4,44,6,0,0,0.3779,0.246
Baseline (Tanpa Intervensi),4,5,43,6,0,1,0.3228,0.246
Baseline (Tanpa Intervensi),4,6,43,6,0,1,0.2795,0.246
Baseline (Tanpa Intervensi),4,7,43,6,0,1,0.2442,0.246
Baseline (Tanpa Intervensi),4,8,43,5,0,2,0.2136,0.246
Baseline (Tanpa Intervensi),4,9,43,5,0,2,0.19,0.246
Baseline (Tanpa Intervensi),4,10,43,5,0,2,0.1705,0.246
Baseline (Tanpa Intervensi),4,11,43,5,0,2,0.1543,0.246
Baseline (Tanpa Intervensi),4,12,41,7,0,2,0.1409,0.246
Baseline (Tanpa Intervensi),4,13,41,7,0,2,0.1296,0.246
Baseline (Tanpa Intervensi),4,14,41,6,0,3,0.1186,0.246
Baseline (Tanpa Intervensi),4,15,41,6,0,3,0.111,0.246
Baseline (Tanpa Intervensi),4,16,41,6,0,3,0.1046,0.246
Baseline (Tanpa Intervensi),4,17,41,5,0,4,0.0983,0.246
Baseline (Tanpa Intervensi),4,18,41,5,0,4,0.0939,0.246
Baseline (Tanpa Intervensi),4,19,41,5,0,4,0.0901,0.246
Baseline (Tanpa Intervensi),4,20,41,5,0,4,0.0869,0.246
Baseline (Tanpa Intervensi),4,21,41,5,0,4,0.0841,0.246
Baseline (Tanpa Intervensi),4,22,41,5,0,4,0.0816,0.246
Baseline (Tanpa Intervensi),4,23,41,5,0,4,0.0795,0.246
Baseline (Tanpa Intervensi),4,24,41,5,0,4,0.0777,0.246
Baseline (Tanpa Intervensi),4,25,41,5,0,4,0.0761,0.246
Baseline (Tanpa Intervensi),4,26,40,6,0,4,0.0747,0.246
Baseline (Tanpa Intervensi),4,27,39,7,0,4,0.0735,0.246
Baseline (Tanpa Intervensi),4,28,39,7,0,4,0.0724,0.246
Baseline (Tanpa Intervensi),4,29,39,7,0,4,0.0715,0.246
Baseline (Tanpa Intervensi),4,30,38,8,0,4,0.0706,0.246
Baseline (Tanpa Intervensi),4,31,38,8,0,4,0.0699,0.246
Baseline (Tanpa Intervensi),4,32,38,8,0,4,0.0693,0.246
Baseline (Tanpa Intervensi),4,33,38,7,0,5,0.0677,0.246
Baseline (Tanpa Intervensi),4,34,38,7,0,5,0.0674,0.246
Baseline (Tanpa Intervensi),4,35,38,7,0,5,0.0671,0.246
Baseline (Tanpa Intervensi),4,36,38,7,0,5,0.0668,0.246
Baseline (Tanpa Intervensi),4,37,38,6,0,6,0.0657,0.246
Baseline (Tanpa Intervensi),4,38,38,5,0,7,0.0647,0.246
Baseline (Tanpa Intervensi),4,39,38,5,0,7,0.0648,0.246
Baseline (Tanpa Intervensi),4,40,38,5,0,7,0.0649,0.246
Baseline (Tanpa Intervensi),4,41,38,5,0,7,0.0649,0.246
Baseline (Tanpa Intervensi),4,42,38,5,0,7,0.065,0.246
Baseline (Tanpa Intervensi),4,43,37,6,0,7,0.0649,0.246
Baseline (Tanpa Intervensi),4,44,37,6,0,7,0.0649,0.246
Baseline (Tanpa Intervensi),4,45,37,6,0,7,0.0649,0.246
Baseline (Tanpa Intervensi),4,46,37,5,0,8,0.0632,0.246
Baseline (Tanpa Intervensi),4,47,37,4,0,9,0.0617,0.246
Baseline (Tanpa Intervensi),4,48,37,4,0,9,0.0619,0.246
Baseline (Tanpa Intervensi),4,49,37,4,0,9,0.0621,0.246
Baseline (Tanpa Intervensi),4,50,37,4,0,9,0.0623,0.246
Baseline (Tanpa Intervensi),4,51,37,4,0,9,0.0625,0.246
Baseline (Tanpa Intervensi),4,52,37,3,0,10,0.0612,0.246
Baseline (Tanpa Intervensi),4,53,37,3,0,10,0.0615,0.246
Baseline (Tanpa Intervensi),4,54,37,3,0,10,0.0618,0.246
Baseline (Tanpa Intervensi),4,55,37,3,0,10,0.0621,0.246
Baseline (Tanpa Intervensi),4,56,37,3,0,10,0.0623,0.246
Baseline (Tanpa Intervensi),4,57,37,2,0,11,0.0609,0.246
Baseline (Tanpa Intervensi),4,58,37,2,0,11,0.0613,0.246
Baseline (Tanpa Intervensi),4,59,37,2,0,11,0.0616,0.246
Baseline (Tanpa Intervensi),4,60,37,1,0,12,0.0603,0.246
Baseline (Tanpa Intervensi),4,61,37,1,0,12,0.0607,0.246
Baseline (Tanpa Intervensi),4,62,37,1,0,12,0.061,0.246
Baseline (Tanpa Intervensi),4,63,37,1,0,12,0.0613,0.246
Baseline (Tanpa Intervensi),4,64,37,1,0,12,0.0616,0.246
Baseline (Tanpa Intervensi),4,65,37,1,0,12,0.0618,0.246
Baseline (Tanpa Intervensi),4,66,37,1,0,12,0.062,0.246
Baseline (Tanpa Intervensi),4,67,37,1,0,12,0.0622,0.246
Baseline (Tanpa Intervensi),4,68,37,0,0,13,0.0612,0.246
Baseline (Tanpa Intervensi),4,69,37,0,0,13,0.0615,0.246
Baseline (Tanpa Intervensi),4,70,37,0,0,13,0.0618,0.246
Baseline (Tanpa Intervensi),4,71,37,0,0,13,0.0621,0.246
Baseline (Tanpa Intervensi),4,72,37,0,0,13,0.0623,0.246
Baseline (Tanpa Intervensi),4,73,37,0,0,13,0.0625,0.246
Baseline (Tanpa Intervensi),4,74,37,0,0,13,0.0627,0.246
Baseline (Tanpa Intervensi),4,75,37,0,0,13,0.0628,0.246
Baseline (Tanpa Intervensi),4,76,37,0,0,13,0.063,0.246
Baseline (Tanpa Intervensi),4,77,37,0,0,13,0.0631,0.246
Baseline (Tanpa Intervensi),4,78,37,0,0,13,0.0632,0.246
Baseline (Tanpa Intervensi),4,79,37,0,0,13,0.0633,0.246
Baseline (Tanpa Intervensi),4,80,37,0,0,13,0.0633,0.246
Baseline (Tanpa Intervensi),4,81,37,0,0,13,0.0634,0.246
Baseline (Tanpa Intervensi),4,82,37,0,0,13,0.0635,0.246
Baseline (Tanpa Intervensi),4,83,37,0,0,13,0.0635,0.246
Baseline (Tanpa Intervensi),4,84,37,0,0,13,0.0636,0.246
Baseline (Tanpa Intervensi),4,85,37,0,0,13,0.0636,0.246
Baseline (Tanpa Intervensi),4,86,37,0,0,13,0.0636,0.246
Baseline (Tanpa Intervensi),4,87,37,0,0,13,0.0637,0.246
Baseline (Tanpa Intervensi),4,88,37,0,0,13,0.0637,0.246
Baseline (Tanpa Intervensi),4,89,36,1,0,13,0.0637,0.246
Baseline (Tanpa Intervensi),4,90,36,1,0,13,0.0637,0.246
Baseline (Tanpa Intervensi),4,91,36,1,0,13,0.0638,0.246
Baseline (Tanpa Intervensi),4,92,36,1,0,13,0.0638,0.246
Baseline (Tanpa Intervensi),4,93,36,1,0,13,0.0638,0.246
Baseline (Tanpa Intervensi),4,94,36,1,0,13,0.0638,0.246
Baseline (Tanpa Intervensi),4,95,36,1,0,13,0.0638,0.246
Baseline (Tanpa Intervensi),4,96,36,0,0,14,0.0627,0.246
Baseline (Tanpa Intervensi),4,97,36,0,0,14,0.063,0.246
Baseline (Tanpa Intervensi),4,98,36,0,0,14,0.0631,0.246
Baseline (Tanpa Intervensi),4,99,36,0,0,14,0.0633,0.246
Baseline (Tanpa Intervensi),4,100,36,0,0,14,0.0634,0.246
Baseline (Tanpa Intervensi),4,101,36,0,0,14,0.0635,0.246
Baseline (Tanpa Intervensi),4,102,36,0,0,14,0.0636,0.246
Baseline (Tanpa Intervensi),4,103,36,0,0,14,0.0636,0.246
Baseline (Tanpa Intervensi),4,104,36,0,0,14,0.0637,0.246
Baseline (Tanpa Intervensi),4,105,36,0,0,14,0.0637,0.246
Baseline (Tanpa Intervensi),4,106,36,0,0,14,0.0638,0.246
Baseline (Tanpa Intervensi),4,107,35,0,0,15,0.0622,0.246
Baseline (Tanpa Intervensi),4,108,35,0,0,15,0.0623,0.246
Baseline (Tanpa Intervensi),4,109,35,0,0,15,0.0625,0.246
Baseline (Tanpa Intervensi),4,110,35,0,0,15,0.0626,0.246
Baseline (Tanpa Intervensi),4,111,35,0,0,15,0.0627,0.246
Baseline (Tanpa Intervensi),4,112,35,0,0,15,0.0628,0.246
Baseline (Tanpa Intervensi),4,113,35,0,0,15,0.0629,0.246
Baseline (Tanpa Intervensi),4,114,35,0,0,15,0.063,0.246
Baseline (Tanpa Intervensi),4,115,35,0,0,15,0.063,0.246
Baseline (Tanpa Intervensi),4,116,35,0,0,15,0.0631,0.246
Baseline (Tanpa Intervensi),4,117,35,0,0,15,0.0632,0.246
Baseline (Tanpa Intervensi),4,118,35,0,0,15,0.0632,0.246
Baseline (Tanpa Intervensi),4,119,35,0,0,15,0.0633,0.246
Baseline (Tanpa Intervensi),4,120,35,0,0,15,0.0633,0.246
Baseline (Tanpa Intervensi),4,121,35,0,0,15,0.0634,0.246
Baseline (Tanpa Intervensi),4,122,35,0,0,15,0.0634,0.246
Baseline (Tanpa Intervensi),4,123,35,0,0,15,0.0635,0.246
Baseline (Tanpa Intervensi),4,124,35,0,0,15,0.0635,0.246
Baseline (Tanpa Intervensi),4,125,35,0,0,15,0.0635,0.246
Baseline (Tanpa Intervensi),4,126,35,0,0,15,0.0636,0.246
Baseline (Tanpa Intervensi),4,127,35,0,0,15,0.0636,0.246
Baseline (Tanpa Intervensi),4,128,35,0,0,15,0.0636,0.246
Baseline (Tanpa Intervensi),4,129,35,0,0,15,0.0636,0.246
Baseline (Tanpa Intervensi),4,130,35,0,0,15,0.0637,0.246
Baseline (Tanpa Intervensi),4,131,35,0,0,15,0.0637,0.246
Baseline (Tanpa Intervensi),4,132,35,0,0,15,0.0637,0.246
Baseline (Tanpa Intervensi),4,133,35,0,0,15,0.0637,0.246
Baseline (Tanpa Intervensi),4,134,35,0,0,15,0.0637,0.246
Baseline (Tanpa Intervensi),4,135,35,0,0,15,0.0638,0.246
Baseline (Tanpa Intervensi),4,136,35,0,0,15,0.0638,0.246
Baseline (Tanpa Intervensi),4,137,34,1,0,15,0.0638,0.246
Baseline (Tanpa Intervensi),4,138,34,1,0,15,0.0638,0.246
